sector,ebitdaMargins,profitMargins,grossMargins,revenueGrowth,operatingMargins,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,debtToEquity,returnOnEquity,totalCashPerShare,revenuePerShare,quickRatio,enterpriseToRevenue,enterpriseToEbitda,forwardEps,heldPercentInstitutions,priceToBook,shortRatio,beta,earningsQuarterlyGrowth,priceToSalesTrailing12Months,pegRatio,forwardPE,trailingPE,dividendYield,trailingPegRatio,R&D/Revenue,SGA/Revenue,Ticker
Financial Services,0.16768,0.1228,0.49447,0.034,0.14826,0.553,2.354,0.00447,10,26.941,0.1074,14.312,51.294,2.076,1.513,9.025,7,0.74286,1.1870581,3.49,1.597402,0.525,1.3635075,0.7,10.241429,11.525724,0.0339,,,0.3151943127319102,PFG
Consumer Defensive,0.27021998,0.1852,0.49445,0.061,0.23464,0.126,0.672,0.09514,22,79.418,0.31092,4.816,32.166,0.441,4.965,18.375,6.36,0.66159,8.462032,1.48,0.449527,0.096,4.887715,3.98,24.880503,28.918129,0.0229,,,0.26736120234372945,PG
Financial Services,0.12168,0.0874,0.11998,0.083,0.11449,-0.927,0.36,0.04922,14,26.394,0.22229,2.323,79.695,0.239,1.369,11.252,4.65,0.8561,3.4732478,3.24,0.491948,-0.923,1.3448234,-2.77,23.062365,15.587209,0.0039,,,,PGR
Real Estate,0.68964,0.40218,0.75181,0.102,0.36385,1.415,0.848,0.01978,19,47.759,0.05886,0.791,6.637,0.403,28.603,41.476,2.31,0.96499,3.383013,4.37,0.806753,1.39,22.372948,-11.62,64.26407,56.14599,0.015700001,,,0.05803186373612916,PLD
Financial Services,0.18004999,0.12445,0.39439,-0.11,0.17818001,0.527,1.265,0.00736,11,54.392,0.118090004,75.328,160.292,1.149,0.82,4.555,12.6,0.58707,0.6906898,4.49,1.550969,0.475,0.6869959,0.95,8.952381,6.144126,0.040599998,,,0.21620881334085235,PRU
Utilities,0.33844003,-0.073,0.28419,-0.197,0.17766,,0.841,0.02034,18,141.986,-0.04427,3.581,17.992,0.423,5.683,16.792,3.47,0.72257006,2.3238401,2.52,0.58909,,3.6173825,5.44,18.694525,,0.0309,,,-0.02592939706341768,PEG
Technology,0.25024998,0.26391,0.79464996,0.229,0.21956,4.488,1.377,0.06286,13,80.858,0.27435,3.428,15.467,1.223,8.685,34.705,5.06,0.87884,6.4095635,2.6,1.275844,4.485,7.273895,1.7,22.039526,27.672455,,,0.1659604937916365,0.3928641586047492,PTC
Real Estate,0.70682,0.50629,0.73859,0.228,0.51163,0.787,2.075,0.0798,14,63.882,0.19327,5.465,19.046,2.02,21.894,30.976,9.17,0.79643,12.692025,3.22,0.211428,0.509,19.112335,2.41,39.55289,43.328156,0.0219,,,0.02582645978155425,PSA
Consumer Cyclical,0.1814,0.13488,0.26644,0.177,0.17587,0.187,4.99,0.1172,12,36.878,0.25724,6.241,48.469,0.724,1.212,6.68,9.15,0.89785004,1.7371747,3.02,1.427012,0.142,0.96546763,0.32,5.318033,7.526682,0.0105,,,0.09071534626147214,PHM
Consumer Cyclical,0.124359995,0.057150003,0.5711,0.101,0.08936,2.969,1.451,0.03776,19,84.313,0.1022,18.559,123.803,0.841,1.233,9.913,10.02,1.0245,1.3628203,1.54,2.295584,3.007,0.7954526,-1.99,9.999999,14.31633,0.0013,,,0.5347559094860219,PVH
Technology,0.3697,0.24367,0.4928,0.184,0.28365,1.407,2.816,0.10436,25,36.933,0.24184,10.462,40.267,2.05,4.032,10.907,13.15,0.86252,3.2186916,1.37,1.378701,1.331,3.3496082,0.93,10.476046,14.266776,,,0.14205514049112558,0.09145950733032368,QRVO
Industrials,0.08469,0.04605,0.15215999,0.11,0.05684,0.071,2.412,0.044749998,16,68.946,0.12689,11.903,85.325,2.309,1.508,17.81,6.09,0.93231004,3.2507212,2.55,1.156883,0.07,1.288328,1.52,17.768473,28.40903,0.0025,,0,0,PWR
Technology,0.33877,0.26941,0.57511,0.119,0.29163,-0.049,1.68,0.15925,31,163.809,1.12847,11.084,29.678,1.338,6.363,18.783,11.64,0.74644995,19.327227,1.18,1.272207,-0.055,5.703438,0.68,14.684707,21.719187,0.0145000005,,0.21378776142525174,0.06968360841327534,QCOM
Healthcare,0.28372,0.19771999,0.40802,-0.004,0.24751,-0.029,1.623,0.12331,15,71.418,0.34916002,8.046,85.794,1.399,2.073,7.308,8.79,0.93498003,2.5435371,2.84,1.021794,-0.111,1.4679686,-1.46,15.037542,7.9468527,0.0159,,,0.159902511391332,DGX
Consumer Cyclical,0.16912001,0.07209,0.66399,0.26,0.12707,,2.049,0.05584,19,121.8,0.14932999,41.58,75.883,1.595,1.708,10.101,8.13,1.00399,3.452528,4.29,1.525714,,1.7629328,0.22,16.495695,24.803034,0.0221,,,0.6059807307762225,RL
Financial Services,0.0,0.14297,0.94303,0.305,0.19403,1.036,2.939,0.02566,8,46.369,0.18128,96.419,47.705,2.922,0.631,,7.87,0.77153,2.8019962,2.72,1.190649,1.053,2.3591084,1.7,14.268107,16.936651,0.0127,,,0.7172118618159584,RJF
Industrials,0.17265,0.051960003,0.18392,0.099,0.10105,4.298,1.23,0.02508,17,44.935,0.05017,4.991,42.422,0.818,2.538,14.698,4.99,0.80294,2.0611281,2.12,1.012467,4.277,2.3032804,0.94,19.663328,44.6,0.0227,,0.04562885468393801,0.07273755456200187,RTX
Real Estate,0.84133005,0.17267999,0.93582,0.641,0.45790002,-0.976,0.428,0.01865,17,61.452,0.019960001,0.437,5.021,0.41,26.005,30.909,1.73,0.78532,2.0429814,3.43,0.794132,-0.966,18.319143,9.68,38.959538,53.154575,0.045,,,0.0465898560172639,O
Real Estate,0.62087,0.28539,0.72175,0.281,0.37528,8.857,0.767,0.02499,17,64.659,0.05491,2.105,6.85,0.697,14.594,23.506,1.94,1.05137,1.8913294,5.87,1.110649,8.253,9.896586,3.96,34.664948,34.664948,0.0321,,,0.07157055187793852,REG
Healthcare,0.55898,0.52376,0.64998,0.505,0.53851,0.939,3.708,0.22614,25,15.637,0.51093,55.354,126.599,3.026,4.597,8.225,47.81,0.87233,3.7833438,2.16,0.176103,0.938,4.981398,0.67,12.93997,9.8944435,,,,0.17339718906430496,REGN
Financial Services,0.0,0.36221,0.0,-0.115,0.46825,-0.293,,0.01625,22,,0.13838,15.611,7.28,,2.576,,2.07,0.7694,1.3682965,1.97,1.452103,-0.289,3.326903,0.37,11.734301,9.100787,0.0296,,,0.4271551724137931,RF
Industrials,0.30047,0.111099996,0.41466,0.141,0.19075,0.357,0.673,0.05475,13,107.99,0.1409,0.126,34.193,0.592,4.843,16.118,4.63,0.9587,4.3269267,1.84,0.76935,0.347,3.511884,3.12,26.110151,31.897099,0.0135,,,0.1121769618657422,RSG
Healthcare,0.32056,0.14923,0.58412,0.202,0.28744,0.139,2.541,0.12869,6,31.398,0.1752,2.122,23.015,1.459,10.57,32.974,6.82,0.65683,11.816343,1.61,0.300557,0.142,10.677838,1.75,35.980938,71.91969,0.0069999998,,0.07047117061459417,0.20970400319066573,RMD
Industrials,0.11509,0.08758,0.41134,0.439,0.10548,1.284,1.665,0.14386,9,20.412,0.41839,5.789,53.953,1.222,1.945,16.902,5.67,0.90669,10.058227,2.69,1.544348,1.256,2.2453122,0.67,21.326279,25.848654,0.0138,,,0.32609923664122137,RHI
Industrials,0.19011,0.19409001,0.41411,0.151,0.16469,-0.702,1.024,0.08018,21,163.071,0.66535,5.715,60.322,0.698,6.264,32.946,11.91,0.81697,13.071844,4.12,1.372987,-0.701,4.464513,2.57,22.609571,23.253885,0.013099999,,,0.2494212135936205,ROK
Consumer Cyclical,0.22454001,0.14743,0.52071,0.114,0.18517,0.188,0.782,0.14722,3,29.235,0.34209,0.239,4.795,0.624,7.152,31.85,0.76,0.40918,14.350156,4.49,0.573506,0.179,6.6982484,5.79,42.276318,45.445545,0.0117999995,,,0.3036280434199202,ROL
Industrials,0.36538,0.17861,0.64911,0.221,0.26245,0.226,0.83,0.04344,13,73.434,0.10528,3.342,59.681,0.43,9.176,25.114,15.26,0.95228994,4.170379,2.98,1.063896,0.235,7.5393033,2.79,29.38532,42.55671,0.0053,,0.08071140381031644,0.3013877078395542,ROP
Consumer Cyclical,0.15662,0.08783,0.32484,0.218,0.13688,1.946,1.753,0.11722,23,142.802,0.45521,14.886,51.493,1.21,1.937,12.366,5.36,0.88094,8.233884,2.66,1.025342,1.935,1.8056661,0.25,17.300373,20.768198,0.0116,,,0.24774686960487377,ROST
Consumer Cyclical,0.0,0.0,-1.9944999,,-6.16985,,0.795,-0.06984,12,333.187,-0.71241,12.91,2.391,0.699,67.205,-16.876,0.43,0.74859,3.2997162,2.81,2.653506,,36.541668,-0.08,194.7907,,,,,0.5854858169915407,RCL
Financial Services,0.56526,0.34708,0.73167,0.131,0.54185003,0.755,2.256,0.21398,12,95.785,0.74772,24.477,33.552,2.169,13.999,24.767,14.63,0.96294,49.750523,13.86,0.984935,0.752,11.366332,3.61,26.03486,32.838177,0.0067000003,,,0.17159365761891965,SPGI
Technology,0.13629,0.06961,0.74017996,0.266,0.03887,-0.591,1.061,0.00828,46,25.131,0.035720002,9.534,26.634,0.892,8.395,61.594,4.71,0.80315,3.5888724,1.52,1.070611,-0.567,8.204325,5.29,44.180466,114.460945,,,0.16930171277997366,0.5534067381893469,CRM
Real Estate,0.66194,0.13091,0.75319,0.127,0.34604,1.15,0.682,0.05203,19,,,1.726,20.49,0.515,21.956,33.17,3.98,0.97731,,2.34,0.308667,1.118,14.838896,0.8,77.10301,117.75518,0.0070999996,,,0.09282438321417016,SBAC
Energy,0.20705,0.07438,0.14719,0.112,0.10942,,1.272,0.03574,,112.66,0.13052,2.097,15.911,0.852,2.672,12.903,1.63,0.77689004,4.1412973,2.07,2.308051,,2.4884763,0.73,24.202454,33.89175,0.015,,0.024575229863141392,0.015465446379390704,SLB
Technology,0.19483,0.14083,0.2854,0.346,0.15982,1.651,1.27,0.13126001,,856.572,1.33526,4.46,49.016,0.794,2.611,13.404,9.28,0.84630996,39.185654,4.36,1.056103,1.359,2.0340111,0.59,11.30388,15.437822,0.0241,,0.08454264581967981,0.04699934463065256,STX
Consumer Cyclical,0.18882,0.08761,0.30504,0.137,0.15509,-0.177,1.024,0.08641,15,3033.907,6.04073,2.657,35.003,0.603,2.508,13.28,4.12,0.92401004,80.070175,2.93,1.28987,-0.196,1.8982682,1.66,16.616505,22.541983,0.012,,,0.15734622287485722,SEE
Utilities,0.35711,0.09545,0.36679,0.14,0.21011,,0.355,0.023239998,17,107.974,0.0478,2.734,40.045,0.223,5.708,15.983,8.46,0.88303,1.906585,1.95,0.676883,,3.7070768,3.65,16.718676,40.573723,0.0327,,,0.008970976253298154,SRE
Technology,0.122770004,0.03986,0.7726,0.312,0.04336,4.167,1.131,0.01745,35,63.016,0.071040004,15.232,28.162,1.004,21.577,175.75,7.22,0.89754,32.672443,2.5,1.018701,3.846,20.87051,3.88,80.364265,531.8332,,,0.22664689154779616,0.5109390806561103,NOW
Basic Materials,0.17472,0.10001001,0.44693002,0.005,0.14523,-0.263,0.83,0.08595,21,401.78,0.57046,1.198,74.301,0.449,4.998,28.606,10.2,0.79082,25.988913,2.59,1.067012,-0.288,3.5624042,3.07,26.20294,36.617344,0.0066000004,,,0.29813688275050787,SHW
Financial Services,0.0,0.46233,0.0,0.411,0.62975,0.481,,0.00955,18,,0.12943,481.772,31.633,,-2.897,,17.26,0.96651,2.7302866,1.6,1.892987,0.742,11.972536,3.63,20.27752,25.081696,0.0067000003,,,0.44591553103964654,SBNY
Real Estate,0.72222,0.41,0.81382006,0.222,0.46392,3.338,0.394,0.0435,18,589.32,0.69601995,1.334,15.116,0.368,16.317,22.593,6.09,0.89911,13.760835,5.0,1.522597,3.639,9.327838,2.94,22.939243,22.616156,0.0405,,,0.06360780375157307,SPG
Technology,0.39743,0.29326,0.49175,0.37,0.32536,0.324,4.351,0.1517,28,45.555,0.31672,6.168,30.927,2.697,5.492,13.82,12.87,0.75609,4.3476367,1.32,1.112727,0.322,4.509937,1.06,10.825175,15.531773,0.0139,,0.10418664735472001,0.05515648548668063,SWKS
Consumer Defensive,0.21136,0.097200006,0.36813998,0.008,0.1538,-0.059,1.063,0.045819998,14,57.539,0.09147,1.433,72.156,0.431,2.483,11.748,9.03,0.87067,1.7951065,8.44,0.320519,-0.107,1.8817428,10.01,15.201551,19.587616,0.0286,,,0.1924100616042086,SJM
Industrials,0.26793,0.17614001,0.51881003,0.095,0.2483,0.088,3.036,0.1105,8,31.02,0.21429001,13.684,84.714,2.094,2.714,10.131,15.01,0.91410005,2.8154993,10.81,1.224935,0.092,2.4822974,1.44,14.13058,14.474853,0.0257,,,0.2777383187052915,SNA
Technology,0.124689996,0.08241,0.32719,0.557,0.10358,0.16,3.829,0.04644,22,54.572,0.12829,12.989,34.12,2.709,6.29,50.445,6.92,0.83365,11.751797,1.29,1.010643,0.212,8.246483,2.2,40.163292,104.24982,,,0.11178389757625554,0.10902978267915966,SEDG
Utilities,0.40213,0.13333,0.45981997,0.11,0.22646,-0.127,0.859,0.02533,17,162.916,0.08851,1.961,21.202,0.443,5.769,14.345,3.54,0.6051,2.40266,2.68,0.481038,-0.12,3.0685747,3.18,18.37288,23.220278,0.0387,,,-0.020368098159509202,SO
Industrials,-0.11818,8.0000005e-05,0.044699997,1.61,-0.20138,,2.031,-0.04414,20,125.044,0.0001,27.037,21.568,1.914,1.823,-15.427,1.94,0.79061997,2.606687,1.88,1.121558,,2.0953002,0.95,23.26804,,,,,0.01856763925729443,LUV
Industrials,0.18559,0.10649,0.35412997,0.107,0.15195,0.029,1.232,0.06884,15,43.571,0.16841,1.795,108.637,0.409,2.139,11.525,11.88,0.87854,2.4978786,1.44,1.382857,0.049,1.5372893,1.51,13.627104,14.652005,0.0164,,,0.19762497763956352,SWK
Consumer Cyclical,0.21246,0.14468999,0.2874,0.193,0.16233,0.303,0.813,0.104770005,,,,3.527,25.812,0.584,4.255,20.026,,0.71195,,0.98,0.886623,0.311,,,,,0.020599999,,,0.06650241220071161,SBUX
Financial Services,0.0,0.21254998,0.0,0.075,0.29437,0.352,,0.00851,15,,0.095819995,337.202,34.115,,-4.961,,8.42,0.9254,1.2805194,1.75,1.606753,0.286,2.7226582,0.97,10.539192,13.074996,0.0232,,,0.553852776582006,STT
Healthcare,0.24454,0.064959995,0.42745,0.583,0.16202,-0.439,2.424,0.04519,5,55.679,0.048800003,3.834,42.673,1.458,6.838,27.965,8.14,0.92305,3.6279142,2.35,0.633046,-0.341,6.1689997,3.17,29.15479,86.29819,0.0075,,0.02134371503440526,0.22387184116975634,STE
Healthcare,0.278,0.113979995,0.65672994,0.113,0.21951,-0.301,2.126,0.06885,24,92.093,0.13989,6.996,44.259,1.226,6.911,24.861,10.17,0.75998,7.0718927,2.74,0.990129,-0.295,6.0151553,2.29,26.13471,53.500404,0.01,,0.0685666504076371,0.3316145216361229,SYK
Financial Services,0.0,0.31636,0.0,0.16,0.50069,-0.159,,0.01268,21,,0.16555999,248.841,103.904,,4.626,,29.52,0.92393,2.9883468,1.15,1.898557,0.003,6.311985,2.78,21.109755,19.118269,,,,0.46461857093545045,SIVB
Financial Services,0.0,0.44591,0.0,0.116,0.59233004,0.195,,0.04404,19,,0.32031,15.994,16.766,,3.0,,5.72,0.99657995,1.790259,2.17,1.661859,0.102,2.4969485,0.17,7.550699,6.109775,0.021300001,,,0.35062328332981196,SYF
Technology,0.21925,0.18018,0.80654997,0.124,0.18271999,0.009,1.164,0.05722,17,12.583,0.14814,10.302,27.533,1.022,12.666,57.772,9.02,0.90128,8.994074,1.52,1.125714,0.02,11.355862,3.15,34.495564,64.68815,,,0.357933853179433,0.24629673280936437,SNPS
Consumer Defensive,0.045760002,0.01224,0.18058,0.397,0.032479998,0.738,1.381,0.050669998,11,698.409,0.45066002,4.034,109.428,0.824,0.917,20.047,4.21,0.82875,26.714636,2.93,1.343896,0.743,0.79906446,0.44,20.724466,65.503,0.0232,,,0.15032318220475663,SYY
Communication Services,0.32923,0.03774,0.56848997,0.022,0.12474,-0.428,0.889,0.03071,28,157.473,0.04498,5.308,64.241,0.672,3.263,9.911,3.24,0.4139,2.2900846,2.43,0.551466,-0.437,1.9559377,1.15,38.72222,47.165413,,,,0.23925959210165007,TMUS
Financial Services,0.51055,0.41994998,0.60554004,0.225,0.48413,0.212,2.334,0.20867,11,1.52,0.36981,15.21,32.778,2.334,5.598,10.964,13.35,0.74553,3.9772198,9.37,1.216103,0.208,4.473042,1.26,10.880898,10.946495,0.0221,,,0.13607875360497526,TROW
Communication Services,0.25131,0.16715,0.60618997,0.02,0.21779,-0.897,1.653,0.073699996,24,6.9,0.17693001,21.018,29.222,1.25,5.287,21.037,6.7,0.88781,5.2028832,1.66,0.613506,-0.896,5.6517057,2.78,24.668657,34.177006,,,0.0940801809312933,0.2470119533724782,TTWO
Consumer Cyclical,0.22988,0.13698,0.71219003,0.263,0.19382,-0.036,1.874,0.09085,23,107.286,0.29204,6.016,21.761,1.267,2.161,9.399,3.93,0.90986,3.5582714,1.18,1.493157,-0.021,1.85216,1.35,10.371501,13.949349,0.0242,,,0.5183335363625289,TPR
Consumer Defensive,0.10804,0.06562,0.29459,0.133,0.08299,0.512,0.967,0.10204001,29,112.287,0.50011003,12.032,209.08,0.247,0.982,9.091,13.38,0.81222,6.94098,2.15,1.009448,0.467,0.92358905,1.19,14.889387,14.662545,0.0188,,,0.1982236188155321,TGT
Technology,0.23471001,0.16072,0.32742,0.084,0.18345,0.496,1.695,0.083739996,,36.386,0.23187,3.041,46.258,0.897,3.234,13.778,7.91,0.93955004,4.4504247,2.32,1.353555,0.486,3.1027503,1.6,18.294565,21.318504,0.014099999,,0.04536621322790323,0.10038196073175636,TEL
Technology,0.24063998,0.10267,0.41507998,0.752,0.18927999,0.133,1.783,0.04966,8,62.066,0.0796,11.827,99.518,1.113,5.807,24.132,17.77,0.89699996,2.696278,2.13,1.115053,0.428,4.9402947,1.12,24.12099,43.12607,,,,0.21975244637418184,TDY
Healthcare,0.28667998,0.1571,0.54857,0.115,0.20115,0.705,2.742,0.050809998,9,59.451,0.12597999,10.82,59.061,1.613,6.285,21.924,14.24,0.94081,4.392721,1.77,1.102337,0.708,5.824322,2.29,24.087782,37.51203,0.0041,,0.04719733433813293,0.30551215613072275,TFX
Technology,0.35692,0.274,0.59593,0.166,0.32303002,0.204,3.2,0.20038,20,7.203,0.42544997,8.413,22.447,2.381,4.83,13.532,6.45,1.00588,7.7455153,2.19,1.504724,0.141,5.2842636,1.69,18.610853,22.61066,0.0037,,0.1154800815905237,0.14761857051306806,TER
Consumer Cyclical,0.15512,0.07403,0.23107,0.568,0.09789,4.333,1.385,0.055370003,35,35.65,0.15641,16.027,48.272,1.002,24.547,158.249,8.76,0.42402,30.056412,1.06,2.037922,3.888,17.360828,2.52,92.45091,264.49054,,,0.047279299847793,0.1010908168442415,TSLA
Technology,0.51222,0.41614,0.66363,0.216,0.47043,0.428,5.63,0.24934,30,63.69,0.71489,10.592,19.066,4.739,9.903,19.332,8.23,0.85532,12.98123,3.89,0.932467,0.439,8.969565,2.41,20.755774,21.933744,0.0241,,0.10580181176958717,0.1117488417121914,TXN
Industrials,0.10265,0.06025,0.15692,-0.094,0.07115,-0.098,2.367,0.03522,,60.866,0.11801,8.87,55.251,1.258,1.396,13.6,3.55,0.87079,2.617069,3.58,1.754848,-0.123,1.2724906,1.07,20.135212,21.02353,0.0011999999,,,0.0857696656436763,TXT
Healthcare,0.32687,0.19701,0.51603,0.014,0.26077,-0.331,1.504,0.07801,21,85.097,0.20476,11.363,99.52,0.933,6.206,18.986,21.73,0.89961,5.596975,1.26,0.801093,-0.336,5.5254755,2.23,25.302809,25.52126,0.0022,,0.035857284945550995,0.17449185177628726,TMO
Consumer Cyclical,0.10312,0.05846,0.35151002,0.239,0.08428001,0.183,1.287,0.07801,23,198.942,0.44426,5.693,37.918,0.661,2.137,20.727,3.35,0.91899,12.3758335,1.42,0.945454,0.18,1.7454553,0.19,19.934328,30.816795,0.0136,,,0.32480618423110436,TJX
Consumer Cyclical,0.12883,0.07832,0.35167,0.153,0.107609995,0.674,1.574,0.11557999,26,195.704,0.50789,7.786,110.904,0.434,1.97,15.288,8.7,0.85546,11.315553,2.81,0.934361,0.629,1.7939727,2.39,23.065517,25.657845,0.0188,,,0.22283980848480944,TSCO
Industrials,0.16252,0.09823,0.31876,0.064,0.14482,0.017,1.621,0.06885,,74.62,0.21420999,11.53,57.395,1.199,3.524,21.68,6.98,0.85100996,5.675249,1.27,1.222857,0.013,2.673798,1.44,22.167622,27.81913,0.0121,,,0.17934594972179177,TT
Industrials,0.44124,0.16237,0.54382,0.078,0.38799998,,5.059,0.06267,16,,,43.39,82.05,4.038,17.879,40.52,21.12,0.98107004,,3.5,1.563898,2.26,7.4937835,1.56,31.366003,63.733887,,,,0.13255523134639433,TDG
Financial Services,0.16469999,0.106400006,0.27557,0.064,0.13914,-0.189,0.361,0.025090002,16,25.602,0.12922,22.65,136.29,0.187,1.194,7.249,12.55,0.84699994,1.4984276,2.65,0.775584,-0.2,1.2475235,1.48,13.819921,12.144808,0.0221,,,0.1409899627904068,TRV
Technology,0.21677,0.15653,0.58395,0.138,0.16514999,0.45,1.367,0.053969998,9,37.364,0.15434,2.045,14.176,0.958,5.372,24.784,2.96,0.94629997,4.519237,1.77,1.535225,0.464,4.9239216,3.22,23.611486,31.81156,,,0.15118975760078787,0.23769736633097183,TRMB
Financial Services,0.0,0.26914,0.0,0.15,0.40647998,0.519,,0.01198,21,,0.08879,23.281,17.077,,4.804,,4.86,0.74555,1.3508238,2.43,1.268626,0.497,3.6684132,2.5,12.95679,14.858424,0.028800001,,,0.5978890525282278,TFC
Communication Services,0.16168,-0.03771,0.64258003,0.371,0.074489996,,4.09,0.01615,35,75.98,-0.02416,9.286,6.029,3.984,6.385,39.49,0.96,0.80192,3.926783,1.01,0.705454,,5.879653,2.91,36.760418,,,,0.23491093005527738,0.34988425468114004,TWTR
Technology,0.19868,0.1014,0.44568002,0.53,0.11351,0,1.163,0.03078,12,59.731,0.07492,8.789,38.981,1.086,12.777,64.311,8.15,0.93457,7.9997025,2.81,,0.013,11.063666,7.46,52.750923,112.397385,,,0.05870863732480388,0.2452943470618048,TYL
Consumer Defensive,0.12646,0.06476,0.14583,0.118,0.10106,1.074,1.553,0.08399,12,55.287,0.18412,6.873,129.612,0.776,0.854,6.749,7.62,0.85260004,1.9229344,1.91,0.817142,1.072,0.720544,1.56,12.253282,11.195444,0.020499999,,,0.044761844034942294,TSN
Financial Services,0.0,0.33511,0.0,0.071,0.43452,0.12,,0.01417,21,,0.14636,20.962,15.958,,4.387,,4.29,0.76738,1.7795296,1.53,1.037294,0.101,3.5781395,0.88,13.365968,11.507125,0.033299997,,,0.5202424038380608,USB
Real Estate,0.59328,0.04621,0.66081,0.1,0.12716,,0.089,0.01018,22,132.426,0.01508,0.008,4.315,0.004,20.158,33.977,0.27,1.046,5.6606064,4.82,0.725714,,13.551561,-10.72,207.55556,311.3333,0.0239,,0,0,UDR
Consumer Cyclical,0.19143999,0.10715,0.43178,0.286,0.15747,1.985,1.745,0.15695,25,92.626,0.45192,11.18,146.542,0.477,2.835,14.809,17.9,0.92593,10.308096,1.35,1.652467,1.878,2.526014,0.39,21.12123,24.230598,,,,0.3114315080105456,ULTA
Consumer Cyclical,0.11762,0.06335,0.50356996,0.089,0.09278,-0.433,2.301,0.06577,26,72.011,0.19127001,3.506,12.209,1.544,1.404,11.934,0.79,0.92598,4.2753973,2.05,1.270512,-0.406,1.3674234,1.02,22.481012,18.793652,,,,0.4107864813478254,UAA
Consumer Cyclical,0.11762,0.06335,0.50356996,0.089,0.09278,-0.433,2.301,0.06577,1,72.011,0.19127001,3.506,12.209,1.544,1.216,10.338,0.8,0.72069,3.7481947,2.83,1.270512,-0.406,1.4140773,1.3,19.4625,16.47619,,,,0.4107864813478254,UA
Industrials,0.53068,0.29916,0.58462,0.115,0.42942002,0.299,0.618,0.092939995,28,222.357,0.41923,1.58,33.35,0.475,8.469,15.96,11.38,0.81311,11.409455,2.39,1.173048,0.24,7.2652307,1.52,21.6529,26.396358,0.0195,,,,UNP
Industrials,-0.20787,-0.16193001,0.0212,2.114,-0.32487,,1.361,-0.06179,18,760.32,-0.51713,59.98,62.979,1.248,1.856,-8.928,1.89,0.59174997,2.733723,1.11,1.476363,,0.7477864,0.02,24.259258,,,,,0.03555845001628134,UAL
Healthcare,0.086619996,0.05523,0.24284,0.111,0.07857,0.297,0.72,0.0679,27,62.929,0.21985,25.345,295.5,0.655,1.754,20.243,21.65,0.89063,6.3769183,1.6,0.842597,0.288,1.6041961,1.84,21.974596,29.529514,0.0117999995,,,0.16218339354673117,UNH
Industrials,0.11517999,0.06832,0.19872,0.092,0.08434,0.183,1.476,0.07768,29,212.383,0.73033994,12.15,108.147,1.381,2.16,18.753,12.1,0.70128995,15.152281,2.79,1.118441,0.19,1.9327667,1.07,17.351238,28.545206,0.0188,,,,UPS
Industrials,0.26771,0.13038,0.39093,0.187,0.22714001,0.962,0.799,0.06849,15,199.125,0.24927,4.42,127.376,0.709,3.875,14.475,25.6,0.94471,4.1763163,3.09,1.913246,0.966,2.4838998,0.77,12.355859,19.13088,,,,0.11477139507620164,URI
Healthcare,0.16045,0.085209996,0.4048,0.084,0.117589995,-0.078,1.19,0.07089,17,63.802,0.17104,2.361,148.261,0.992,1.183,7.372,12.24,0.96876,1.8553109,2.61,1.155844,-0.095,0.9346691,1.39,11.8317,11.65741,0.006,,,0.01004066391455863,UHS
Energy,0.02804,-0.00491,0.03396,0.929,0.0018600001,,1.313,0.00195,18,76.567,-0.00679,8.556,219.214,0.792,0.493,17.564,5.99,0.78863996,1.9854025,2.73,2.08987,,0.38890287,-4.15,14.168615,,0.0499,,,0.011960409215669966,VLO
Real Estate,0.38803002,0.05327,0.48148,0.064,0.15503,3.649,0.657,0.014789999,20,107.258,0.01889,0.36,9.986,0.277,8.89,22.911,0.02,0.96729,1.9532236,3.37,1.196916,3.759,5.753414,-19.32,2710,102.45747,0.0343,,,0.034249473461512955,VTR
Technology,0.68578005,0.4681,0.85581,0.051,0.64946,-0.06,1.206,0.29659,3,,,10.789,11.596,1.152,21.725,31.679,6.17,0.94163,,2.0,0.848311,-0.084,18.195679,5.76,34.71475,39.482025,,,0.0590260321314855,0.1470319006649529,VRSN
Industrials,0.44789,0.23778,0.64252996,0.08,0.35978,0.107,0.507,0.08902001,13,124.735,0.27185,1.903,18.166,0.432,13.19,29.448,5.98,0.93377995,10.676736,1.93,0.756883,0.086,9.82174,4.32,30.02341,41.948593,0.0052,,,0.1478488831430008,VRSK
Communication Services,0.37467,0.16419001,0.58188,0.043,0.25285998,0.473,0.974,0.06523,26,228.038,0.31167,2.452,32.413,0.799,2.918,7.787,5.4,0.65766,2.9082704,2.9,0.411948,0.471,1.6923879,2.62,10.022222,10.172932,0.0479,,,0.22582857855517102,VZ
Healthcare,0.38861,0.30523002,0.48338002,0.29,0.37162998,0.296,4.625,0.13846,25,9.2,0.24639,27.378,27.564,4.211,7.058,18.163,13.4,0.93189,6.1910267,1.45,0.595324,0.276,8.212769,1.71,17.186567,27.620531,,,,0.12415329626086283,VRTX
Consumer Cyclical,0.14849,0.11191,0.5459,0.226,0.12504,0.803,1.468,0.063769996,21,190.105,0.30791,3.463,28.0,0.931,3.219,21.678,3.72,0.8589,6.4003496,4.97,1.480519,0.808,2.1040218,0.52,15.76344,18.794872,0.026400002,,,0.4547546604927247,VFC
